4,城市足球集团公布2017-2018赛季财报，亏损额减少37%,据西班牙媒体Palco23报道，城市足球集团近日公布了2017-2018赛季的财报，亏损额达5840万美元，与去年的亏损额相比减少了37%。 根据这份财报，曼城队的收入占城市足球集团收入的85.6%，其余收入则由西甲的赫罗纳队、美国大联盟的纽约城队和澳超的墨尔本城队贡献。而盈利额方面，曼城队的盈利额为1360万美元，赫罗纳队的盈利额则为750万美元。 除了球队开支带来的亏损外，城市足球集团在美国开办的足球学院暂时还没有收回成本，也带来了一部分的亏损。延展阅读：《印度时报》：城市足球集团将于今年9月收购孟买城足球俱乐部彪马将赞助城市足球集团旗下俱乐部，包括曼城、四川九牛等4支球队标签 足球城市足球集团综合曼城队 分享到 0
4,格林德尔因受贿丑闻而辞职，成为最快下台的德国足协主席,因为受贿丑闻，德国足协主席莱因哈德·格林德尔（Reinhard Grindel）决定辞职。格林德尔2016年4月才正式就任，他也成为了德国足协史上最快下台的主席。 在格林德尔辞职后，德国足协副主席莱纳·科赫（Rainer Koch）和赖因哈德·劳巴尔（Reinhard Rauball）将暂时接管德国足协，直到9月新的主席人选公布。 据德国《图片报》报道，一年半之前，格林德尔在生日会上曾接受了乌克兰人格里戈里·舍克斯（Grigoriy Surkis）赠予的一块价值6000欧元的名表。那些希望格林德尔下台的人认为，这就是他受贿的铁证。此外，据德国《明镜周刊》报道，在就任德国足协主席后，格林德尔在2016年—2017年期间，有一笔7.8万欧元的收入没有上报。 格林德尔随后发表声明称：“舍克斯先生和德国足协没有任何经济利益纠葛，他从未要求我做过任何事情。”延展阅读：德国足协与体育博彩公司Bwin续约，新合同将在2022年后到期大众汽车取代奔驰，正式成为德国足协官方汽车赞助商标签 足球德国足协综合莱因哈德·格林德尔 分享到 1
4,南美洲足联与鹰眼公司达成合作，为南美各俱乐部锦标赛提供VAR技术,南美洲足球联合会与英国体育科技公司鹰眼公司（Hawk-Eye）达成一份为期四年的合作协议，合同将于2022年到期。本次共有5家公司竞标，鹰眼公司最终击败其他四家公司，成功中标。 根据该协议，鹰眼公司将为南美洲各项俱乐部锦标赛提供VAR技术，包括南美解放者杯、南美杯和南美超级杯等赛事。今年7月，在南美解放者杯和南美杯的淘汰赛中就将启用VAR技术。 除了与南美洲足球联合会合作之外，鹰眼公司还会为一些网球赛事、英式橄榄球联盟以及其他足球联赛提供VAR技术。延展阅读：欧足联：本赛季欧冠淘汰赛将使用VAR，未来还将扩大该技术使用范围英超下赛季引进VAR，随后将向国际足联提出正式申请标签 足球赛事VAR南美洲足球联合会 分享到 0
4,中超、西甲共同关注，武磊首登巴塞罗那德比,北京时间3月30日晚，西甲第29联赛中，巴塞罗那坐镇主场迎战同城对手西班牙人，武磊让本身历史悠久的巴塞罗那同城德比吸引到了更多中国球迷的关注。此前就已展开了多项合作的西甲联盟和中超公司也借此在武磊前“主场”——上海滩举办了一场线下观赛活动，共计600余名球迷聚集在一起先后观看了河北华夏幸福对阵上海上港以及巴塞罗那对阵西班牙人的比赛。除了西甲联盟和中超公司的高管，武磊昔日队友、上海上港足球俱乐部副总经理孙祥也一同出席了本次活动。自去年起，西甲联盟和中超公司之间就展开了密切的交流与合作，西甲联盟总部曾多次迎来中超联赛及其俱乐部代表团的访问，双方通过研讨会和工作坊的形式，共同就联赛品牌建设、俱乐部财政控制政策、电视转播技术及球场安保等议题交换了意见与建议。本次活动，也是西甲在赛事转播技术的高额投入和在数字媒体及电竞领域的创新尝试外的一种新的尝试。标签 足球西甲武磊 分享到 0
4,英格兰创138年U19纪录，背后是英超青训“精英”文化,3月23日，2020年欧洲杯预选赛A组比赛，英格兰队坐镇温布利主场5-0大胜捷克队，国际A级比赛取得四连胜。虽然桑乔和奥多伊并未在比赛中取得进球，但这俩人的出场却让英格兰队创造了历史——138年来第一次在比赛中派上两名U19球员。 桑乔出生于2000年，是英格兰足球当下最炙手可热的新星，2017年8月以800万欧元从曼城U18青年队转会至多特蒙德，是德甲本赛季截至目前的助攻王，在德国转会市场上的身价高达8000万欧元。 与桑乔同年出生的奥多伊，2018-19赛季为切尔西出场19次、打进5球、贡献4次助攻（截至2019年3月26日），在德国转会市场身价2500万欧元。 桑乔和奥多伊是英格兰足球青训——准确地说，是英超联盟和英超俱乐部主导下的EPPP项目的丰硕成果。EPPP EPPP，全称Elite Player Performance Plan，英格兰精英球员成长计划。 在EPPP诞生之前，英格兰足球青训经历了从俱乐部主导到英足总亲自抓，再到下放给职业俱乐部、足总监督，直至足总重新管理的反反复复。反复折腾的结果就是英格兰国家队长时间成绩平平，从1998年到2014年间的世界杯和欧洲杯从未进过四强，甚至都无缘2008年欧洲杯决赛阶段。 与此同时，在资本和金元主导之下，英超相比青训出色的西甲、德甲，成为了外援的掘金乐土，优秀本土球员少之又少，英超俱乐部也曾长期在欧战竞争乏力。 2011年，英超和英足总协商，决定由英超联盟全面主导包括英超、英冠、英甲和英乙四级职业联赛在内的整个英格兰足球的青训，并推出全新的一体化青训计划——EPPP。当年10月，管辖英冠、英甲、英乙72家俱乐部的英格兰职业足球联盟以多数票通过EPPP。 次年，EPPP正式面世。 事实上，EPPP是英超联盟、英超俱乐部、英格兰职业足球联盟、英足总以及其他关键足球相关利益方（包括政府、转播商、英超职业球员工会、英超联盟教练工会、球迷组织等）协商的产物。其诞生的初衷是以英格兰顶级俱乐部为主体来发展足球青训，提高本土年轻球员的质量和数量，解决英超俱乐部严重依赖外援的现状。▲ EPPP青训成果EPPP分为基础（U9到U11）、青年发展（U12到U16）和职业发展（U17到U23）三个阶段。英超联盟每年为EPPP各年龄段球员提供包括英超二级联赛、职业发展二级联赛、英超杯、英超国际杯、U18英超联赛、U18职业发展二级联赛在内的最高6000场比赛，以满足球员比赛数量需求。 作为一个庞大的青训系统，EPPP的核心在于： • 和德国足球青训体系由德国足协发起、组织和管理明显不同的是，EPPP下的英格兰足球青训由英超主导，可以充分发挥英超俱乐部资金实力雄厚、资源丰富、受利益驱动而动力更足的优势，为俱乐部发展青训提供强大的资金扶持。• 取消“90分钟车程”青训规定。“90分钟车程”的规定，限定了青训营只能就近吸收青训苗子，对人口稀少、非核心地区的青训营而言并不公平；取消这一规定后，各青训营就可以突破地域限制，吸收更广范围内的潜力小球员。• 建立四级青训营系统，每两年对各青训营进行一次评级。青训营评级越高，获得的资金支持越多，可签约的球员越优秀，当然要求和标准也越高。比如，最高一级的青训营要求最少配备有18名全职人员的教练团队和250万英镑的营运资金。• 聘请审计对俱乐部青训进行审计，英超按照青训审计结果，对各俱乐部青训营给予补助。• 取消U17以下青少年联赛的排名，淡化成绩以防止急功近利，这个阶段的青训目的重在培养学员兴趣，进而发掘人才，而非争夺名次。• 所有俱乐部的青训学员，每年出场时间不得少于50%，保证青训学员机会均等。因为这个出场时间的保证，英超俱乐部也不太会随便引进小球员。• 规定了球员在青训营间的转会规则，对18岁以下球员的转会收取固定转会费：青训学员在9到11岁期间，转会费固定为3000英镑/年；12到16岁期间，转会费在为12500英镑/年到40000英镑/年之间浮动。与此同时，英足总在青训软硬件上给予了EPPP支持和配合。 硬件方面，英足总资助2500万英镑帮助总投入3.2亿英镑的圣乔治公园国家足球中心训练基地修建完成。这个基地设有足球中心、运动表现中心和户外领导力拓展中心和一个酒店（Hilton Hotel）。足球中心拥有11块室外球场（其中5块场地有全天候灯光照明和地热系统）和1块室内人工草皮球场（可调节气候），还有医疗康复中心、健身房和数据研究中心等，最多可同时容纳28支英格兰各级国家队集训。▲  圣乔治公园国家足球基地软件方面，足总在圣乔治公园开设了足球教学培训，以培训基层教练。除此之外，英足总还开展了英格兰DNA的项目，向每一位加入英格兰青年队的小球员传递英格兰足球的理念、教学方针等。 当然，EPPP也并非没有引发争议。 EPPP由英超主导，目的是提高英超联赛的本土球员占比，这就意味着EPPP的天平明显向英超球队倾斜。取消“90分钟车程”的规定，意味着中小球队失去了地方保护，资金实力雄厚的球队可以相对容易地挖走中小球队发掘的幼苗。 2012-13赛季开始前，包括赫尔福德联队在内的三家俱乐部缩小了自己青训营的规模。2015-16赛季末，布伦特福德关闭了青训营。 当然，EPPP也尊重中小俱乐部的青训成果，中小俱乐部可从出自其青训营的小球员的二次转会中获得转会费分成。争议、幸福与烦恼 EPPP伴随着争议前行五年后，英格兰各国字号球队开始迎来大丰收：2017年获得两个世界冠军（U17和U20）、一个欧洲冠军（U19）、一个欧洲亚军（U17）和一个土伦杯冠军，并在2018年进入俄罗斯世界杯四强。整个2017年，英格兰各级青年国家队取得了在比赛常规时间内34战28胜6平的不败战绩。▲ 2017年是英格兰青训丰收的一年在耀眼的成绩之下，EPPP培养了一大批才华横溢的年轻球员。除了前文提到的桑乔、奥多伊，还包括菲尔·福登、波韦达等。 但硕果累累的英超青训目前也遇到了幸福的烦恼。因为英超是全球商业化、资本化水平最高，竞争最激烈的足球联赛，EPPP培养的大批英格兰年轻本土球员难以获得足够多的英超出场机会，不得不转向海外。 在这其中，德甲是这些“怀才不遇”幼狮的一大目的地。 桑乔2017年8月以800万欧元从曼城U18青年队转会至多特蒙德，领跑本赛季截至目前（3月26日）的德甲助攻榜，如今在德国转会市场上的身价已高达8000万欧元；卢克曼从埃弗顿租借莱比锡红牛，出战11场贡献5个进球和4次助攻；内尔森被阿森纳租借至霍芬海姆，本赛季出场24次进球6个； 除此之外，英格兰22岁以下青训苗子为了比赛时间纷纷走出国门，遍布包括五大联赛在内的多国联赛。例如，罗伯茨被曼城租借至同属于城市足球集团的赫罗纳；奥乔被利物浦租借至法甲兰；R维埃拉被利兹联卖至意大利桑普多利亚；跟随英格兰国青队夺得2017年U17世青赛冠军的曼城门将安德森加盟了美国第二级别联赛球队夏洛特独立；出自热刺青训的本内茨和雷奥·格里菲斯分别加盟德甲门兴格拉德巴赫和里昂。 回到英国本土，尽管这几年英格兰足球新星不断涌现出来，并在各级青少年赛事中不断赢取冠军，但英超球队中本土球员的占比并没有快速提高，中下游球队本土球员占比更低。从培养出来一大批本土新秀，到将其大量转化为英超俱乐部主力，并帮助成年国家队和英超球队取得更高竞赛成就，EPPP还有一段路程要走。延展阅读：球迷+青训，“百年老店”瓦伦西亚的经营之道引援、海归、球员归化……中超俱乐部青训又该怎么做？| 懒熊研报标签 英格兰足球青训 分享到 2
4,上港集团发布2018年报：俱乐部年支出超23亿,3月28日，上港集团发布2018年年报，集团2018年营业收入为380.43亿元，净利润102.76亿元。上港俱乐部2018年营收达到23.3776亿，营业利润为-2700.56万，净利润为184.15万人民币。年报显示，2018 年，公司营业收入同比增长 1.65%主要是本期公司母港集装箱吞吐量同比增长，收入相应增长。公司营业成本同比增长 4.67%主要是本期公司母港集装箱吞吐量同比增长，营业成本相应增长；同时子公司上港集团足球俱乐部有限公司营业成本同比有所增加。 上港足球俱乐部的营收连年增长，2016年这一数字为14.34亿，2017年增至20.76亿，2018年则达到23.3776亿，不过，净利润只有184万，也就是说上港足球俱乐部2018年支出已经超过了23亿。在上港集团的营业外收入中，上海市体育局的参赛奖金达到了3000万人民币。延展阅读：三年半投入近60亿，上港终于为上海带来了一个中超冠军标签 足球上港年报 分享到 1
4,拜仁赞助商官宣5月鸟巢战国足，中国足协尚未就此表态,4月1日，安联保险在官方微信公众号和官方微博宣布，5月29日拜仁慕尼黑将在北京和中国国家队进行“安联中国杯”的比赛，比赛地点是北京鸟巢国家体育场。随后拜仁慕尼黑也在官方渠道发布了此消息。据官方公告表示，5月29日的“安联中国杯”是安联集团和相关各方协调沟通促成。此外，拜仁慕尼黑足球俱乐部还将与安联集团于今年秋天在慕尼黑举办“中国周”活动。在此期间，中国足协将率队访问慕尼黑并在拜仁慕尼黑开展为期一周的闭门训练，届时双方高层官员、运动员、教练、医学专家等也将开展交流活动。不过截至目前，中国足协还没有对相关比赛发布任何官方公告。“安联集团和拜仁慕尼黑之间有着长期的国际合作。”拜仁慕尼黑集团董事会主席鲁梅尼格表示，“我们多年来在中国都一直很活跃，通过举办各种活动来支持中国足球的发展。我们非常欢迎合作伙伴安联集团也参与其中，期待共同为中德足球交流源源不断地作出贡献。”如果成行，这将是拜仁慕尼黑第四次来到中国。2016年，拜仁中国子公司投入运营，并于同一年在青岛开设拜仁足球学校。目前，另外两所位于深圳和太原的足球学校也正在建设中。此外，作为“安联中国杯”的预热，4月7日拜仁慕尼黑对阵多特蒙德，拜仁将在北京举办看球活动，拜仁名宿埃尔伯和德甲解说张力也将去到现场。延展阅读：拜仁2017-2018财年总收入6.574亿再创新高，净利润2950万欧元宝马取代奥迪，8亿欧元拿下拜仁10年赞助合同标签 足球拜仁中国队安联 分享到 1
4,Twitter获巴西女子足球甲级联赛版权，收看人数超16.7万,据Sportspro Media报道，巴西足球联合会(CBF)宣布与Twitter就2019年巴西女子足球甲级联赛达成媒体版权协议，周末将进行首次播出。根据统计数据显示，超过16.7万名观众在Twitter观看了巴西女子足球甲级联赛。协议规定，巴西足球联合会将向Twitter提供从联赛阶段到四分之一决赛、半决赛的独家版权，而决赛也很有可能会在Twitter上播出。双方的友好合作过程中，巴西足球联合会还将把比赛场次增至134场，协议依旧生效。标签 足球巴西Twitter女足 分享到 0
4,西班牙女足观赛人数破6万，受关注度持续走高,据Sportspro Media报道，周日巴萨与马竞的女足比赛中，有60739名观众观看了该比赛，并破西班牙女足比赛上座人数纪录。马竞俱乐部的会员可免费观看此场比赛，而普通球员则需要支付5欧元。这一人数打破了毕尔巴鄂女足队此前的纪录，西班牙女足也日益受到人们的欢迎。今年1月，毕尔巴鄂女足队在圣梅斯体育场的比赛吸引了48121名观众。而在1999年女足世界杯决赛，中国VS美国的比赛观看人数高达90185人。标签 足球巴萨马竞女足 分享到 0
4,美洲杯重回偶数年举办，2020年该赛事或将花落阿根廷、哥伦比亚,2019年美洲杯大战在即，而2020年美洲杯的东道主却依然没有确定。据Sportspro Media报道，南美足协已经拒绝了美国渴望主办美洲杯的愿望，阿根廷和哥伦比亚将会联合举办2020美洲杯，这一消息也得到了阿根廷方面的证实。由于美洲杯的改革，从2020年开始美洲杯将重回偶数年举办，这意味着2019年和2020年将连续两年进行美洲杯比赛。2016年的百年美洲杯就已经让北美洲的球队参与进来，不过南美足协并不愿意在2020年延续这一现象，他们更希望将2020年办成南美球迷的盛会，所以先后拒绝了美国和澳大利亚的申办请求。不过对于南美洲之外球迷来说，也有一个好消息，南美足协已经考虑在2024年时让南美洲之外的国家来申办。由于赛制改革，2024年美洲杯已经确定让2023年承办国厄瓜多尔来举办，这一消息的放出或许让未来又产生了变数。标签 足球美洲杯 分享到 0
